# id:2-2-2-1 
-0.14,-0.35,1
-0.81,0.15,1
0.43,1,-1
-1,0.85,1
-0.9,-0.31,1
0.2,-0.42,-1
-0.73,-0.81,1
0.59,0,1
-0.6,0.34,1
0.4,0.73,1
-0.05,-0.5,1
0.86,-0.6,1
0.11,0.11,1
0.31,0.87,-1
-0.16,-0.29,1
0.45,-0.44,1
-0.21,-0.07,1
-0.9,-0.89,-1
-0.14,-0.6,1
0.93,-0.09,-1
-0.59,-0.87,1
-0.8,-0.98,-1
-0.97,-0.91,-1
0.92,-0.74,-1
0.14,-0.93,1
-0.06,0.96,1
0.44,-0.8,1
-0.29,0.12,1
-0.43,-0.76,1
0.52,0.62,1
0.63,0.91,1
-0.29,0.18,1
0.37,0.94,1
0.86,0.94,1
-0.17,0.52,-1
-0.03,-0.34,1
-0.67,0.71,1
0.2,-0.86,1
0.34,-0.91,1
0.05,0.65,-1
0.67,0.19,-1
0.68,-0.54,1
0.24,0.91,1
0.86,-0.8,-1
0.15,-0.74,-1
-0.39,-0.96,1
0.57,-0.58,1
0.61,-0.69,-1
-0.65,0.73,1
-0.93,0.27,-1
-0.79,0.66,1
-0.16,-0.82,-1
-0.63,-0.82,1
0.93,0.89,1
-0.22,-0.16,1
0.95,0.71,1
0.66,0.42,1
0.7,-0.28,-1
-0.93,-0.57,1
0.07,-0.79,1
0.9,0.64,1
-0.22,-0.51,1
0.88,-0.07,-1
0.01,0.16,-1
-0.76,-0.99,1
-0.11,-0.55,1
0.36,-0.05,1
0.9,-0.3,1
-0.7,0.71,-1
0.27,0.1,-1
-0.55,-0.24,-1
0.06,0.48,-1
0.84,0.84,1
-0.54,0.99,-1
0.74,0.13,1
-0.8,0.57,1
0.18,-0.35,1
0.07,-0.21,1
0.74,-0.64,1
-0.89,0.31,-1
0.69,-0.75,-1
0.12,-0.22,-1
0.53,0.61,1
-0.23,-0.7,1
-0.53,0.62,-1
0.02,0,1
-0.45,0.78,-1
0.89,-0.32,-1
-0.32,-0.74,-1
-0.16,-0.75,-1
0.82,0.34,-1
0.11,0.05,1
-0.44,-0.07,1
-0.13,0.71,1
0.52,0.56,1
-0.2,-0.25,1
-0.9,-0.56,-1
0.54,-0.6,1
-0.88,-0.04,1
0.93,-0.12,1
-0.87,-0.99,1
0.45,0.01,1
-0.25,-0.44,-1
0.41,0.84,1
0.76,0.13,-1
-0.94,0.45,1
0.15,0.72,1
0.59,-0.84,1
0.96,0.82,-1
0.98,-0.9,-1
-0.02,0.58,1
-0.34,0.65,1
-0.82,0.08,-1
0.36,-0.37,1
0.5,0.54,1
0.18,-0.73,1
-0.52,-0.87,-1
0.94,-0.78,1
-0.26,0.15,-1
-0.52,0.92,1
-0.93,0.59,1
-0.83,-0.26,1
0,-0.42,1
0.88,0.12,1
0.78,-0.76,-1
-0.73,-0.85,1
0.21,0.55,1
0.96,0.24,-1
0.79,-0.1,-1
-0.9,-0.3,1
0.23,-0.75,1
0.75,0.87,-1
-0.28,0.78,-1
0.04,-0.68,1
-0.78,-0.35,1
0.9,0.63,1
0.36,-0.29,1
0.31,0.49,1
-0.94,0.42,1
0.74,0.89,-1
-0.79,0.11,1
0.25,0.29,-1
0.59,0.9,1
-0.73,0.71,1
0.12,-0.82,-1
-0.32,0.91,1
0.46,-0.38,-1
-0.7,0.43,1
0.86,-0.56,1
0.4,0.26,1
-0.32,-0.59,1
